predict,p0,p1
0,0.9665305614471436,0.03346944600343704
0,0.965378999710083,0.03462103009223938
0,0.9226652383804321,0.07733478397130966
0,0.9158055782318115,0.08419442921876907
0,0.9651644229888916,0.03483555093407631
0,0.9615863561630249,0.03841365873813629
0,0.9656242728233337,0.03437572345137596
0,0.9626351594924927,0.03736486658453941
0,0.9550902247428894,0.04490978270769119
0,0.965214729309082,0.03478524461388588
0,0.9650111198425293,0.0349888876080513
0,0.9630413055419922,0.036958687007427216
0,0.8975781798362732,0.10242180526256561
0,0.888242244720459,0.11175777018070221
0,0.9667262434959412,0.03327377140522003
0,0.9667330980300903,0.033266931772232056
0,0.967579185962677,0.032420795410871506
0,0.965746283531189,0.034253742545843124
0,0.9655211567878723,0.03447885811328888
0,0.9667890071868896,0.03321100398898125
0,0.9674677848815918,0.0325322300195694
1,0.4628306031227112,0.5371693968772888
0,0.9631496071815491,0.036850396543741226
0,0.9650384783744812,0.0349615179002285
0,0.9630279541015625,0.03697201982140541
0,0.9664706587791443,0.0335293672978878
0,0.9670053124427795,0.032994695007801056
0,0.8552451133728027,0.14475490152835846
0,0.8507354259490967,0.14926455914974213
0,0.87210845947265625,0.12789152562618256
0,0.8643465042114258,0.1356535255908966
0,0.9549546837806702,0.04504530504345894
0,0.954485297203064,0.04551471397280693
1,0.5694082379341125,0.43059176206588745
0,0.9404177069664001,0.059582293033599854
0,0.9662911295890808,0.03370888903737068
0,0.9523007273674011,0.047699254006147385
0,0.9644694328308105,0.03553057089447975
0,0.9611610770225525,0.038838934153318405
0,0.9638352394104004,0.036164790391922
0,0.9622853994369507,0.037714581936597824
0,0.9612875580787659,0.038712453097105026
0,0.9636423587799072,0.036357663571834564
0,0.9593371748924255,0.04066282883286476
1,0.53038489818573,0.46961507201194763
0,0.9621421098709106,0.03785790875554085
0,0.9569633603096008,0.043036654591560364
0,0.9569360017776489,0.04306402802467346
0,0.9646226763725281,0.03537730872631073
0,0.9660695791244507,0.033930420875549316
0,0.9648955464363098,0.035104453563690186
0,0.9671289324760437,0.03287104517221451
0,0.961688756942749,0.03831123933196068
0,0.9463698863983154,0.053630102425813675
0,0.9503911733627319,0.049608804285526276
0,0.9600956439971924,0.039904363453388214
0,0.9664317965507507,0.03356822952628136
0,0.9546931385993958,0.04530687257647514
0,0.9658916592597961,0.03410833328962326
0,0.966048538684845,0.03395146131515503
0,0.9666628837585449,0.03333711624145508
0,0.9643779993057251,0.035622019320726395
0,0.9649941325187683,0.03500588610768318
0,0.9680103659629822,0.03198963776230812
0,0.901430070400238,0.09856992214918137
0,0.9026873111724854,0.09731271117925644
0,0.9355119466781616,0.06448803842067719
0,0.9326486587524414,0.06735134869813919
0,0.9308986663818359,0.06910131871700287
0,0.9657519459724426,0.03424806892871857
0,0.9570200443267822,0.04297996312379837
0,0.966913640499115,0.033086344599723816
0,0.9680010676383972,0.03199893981218338
0,0.966603696346283,0.03339632228016853
0,0.9661700129508972,0.033830005675554276
0,0.9672942757606506,0.03270573914051056
0,0.9658119678497314,0.03418800234794617
0,0.9283506870269775,0.07164929807186127
0,0.9609709978103638,0.03902897611260414
0,0.9653698205947876,0.034630194306373596
0,0.9584100246429443,0.04159000143408775
0,0.96578449010849,0.03421549126505852
0,0.9490682482719421,0.05093173682689667
0,0.9508914351463318,0.04910857602953911
0,0.967574954032898,0.03242504969239235
0,0.9637843370437622,0.0362156517803669
0,0.9277498722076416,0.07225009799003601
0,0.9667466878890991,0.03325334191322327
0,0.9613820314407349,0.03861798346042633
1,0.6198513507843018,0.38014861941337585
0,0.9660112261772156,0.03398878499865532
0,0.9480612874031067,0.05193872004747391
0,0.9075498580932617,0.09245011955499649
0,0.9661311507225037,0.03386886790394783
0,0.9630874395370483,0.03691253066062927
0,0.9268069267272949,0.07319308817386627
0,0.9663088917732239,0.03369108587503433
0,0.9619805812835693,0.03801944479346275
0,0.9668009281158447,0.033199042081832886
0,0.9650536775588989,0.03494630381464958
1,0.30799514055252075,0.6920048594474792
1,0.4577934741973877,0.5422065258026123
0,0.9580734372138977,0.041926588863134384
0,0.9637750387191772,0.03622494265437126
0,0.9641304612159729,0.0358695387840271
0,0.9615676403045654,0.03843235969543457
0,0.9652877449989319,0.034712232649326324
0,0.964636504650116,0.035363517701625824
0,0.9653744101524353,0.034625597298145294
0,0.9620652198791504,0.0379348061978817
0,0.9637763500213623,0.03622366115450859
0,0.9674996137619019,0.03250040486454964
0,0.9657551646232605,0.03424482047557831
0,0.9651379585266113,0.03486201539635658
0,0.9645811319351196,0.035418882966041565
0,0.9650008678436279,0.03499913588166237
0,0.9553724527359009,0.04462754353880882
0,0.9498502016067505,0.050149768590927124
0,0.9673373699188232,0.03266264498233795
0,0.9124871492385864,0.08751288056373596
0,0.9642603397369385,0.03573963791131973
1,0.2999594807624817,0.7000405192375183
0,0.9472187161445618,0.05278126895427704
0,0.9659236669540405,0.03407630696892738
0,0.9579041600227356,0.0420958511531353
0,0.9587804079055786,0.04121958836913109
0,0.9058458209037781,0.09415417164564133
0,0.9615075588226318,0.03849244490265846
0,0.9609407186508179,0.039059288799762726
0,0.9654544591903687,0.03454555198550224
0,0.9677600860595703,0.032239899039268494
0,0.9525895118713379,0.047410473227500916
0,0.9668206572532654,0.033179327845573425
0,0.9644105434417725,0.03558947518467903
0,0.963446319103241,0.036553654819726944
0,0.960710883140564,0.039289094507694244
0,0.9650193452835083,0.03498067706823349
0,0.9514695405960083,0.04853048175573349
0,0.9662845730781555,0.03371543064713478
0,0.9661111235618591,0.03388885781168938
0,0.9665526747703552,0.033447347581386566
0,0.9654271602630615,0.03457285091280937
0,0.9680180549621582,0.0319819450378418
0,0.9666499495506287,0.03335006535053253
0,0.9667681455612183,0.03323185816407204
0,0.8350163698196411,0.1649836003780365
0,0.9676867127418518,0.032313261181116104
0,0.9671556949615479,0.03284429386258125
0,0.9626182913780212,0.03738170489668846
0,0.9640165567398071,0.03598347306251526
0,0.9633470177650452,0.03665299713611603
0,0.9592393636703491,0.04076066240668297
0,0.9677744507789612,0.032225530594587326
0,0.9605674743652344,0.03943252190947533
0,0.954231858253479,0.045768171548843384
0,0.9542381167411804,0.04576190561056137
1,0.3272603750228882,0.6727396249771118
0,0.9678491353988647,0.03215087950229645
0,0.9523751139640808,0.047624874860048294
0,0.9659491777420044,0.034050822257995605
0,0.9672645330429077,0.03273544833064079
0,0.932806670665741,0.06719335168600082
0,0.936854362487793,0.06314565986394882
0,0.959151566028595,0.040848441421985626
0,0.9615689516067505,0.03843102231621742
0,0.95860755443573,0.04139246791601181
0,0.964083194732666,0.035916831344366074
0,0.9652256965637207,0.0347742959856987
0,0.9606859683990479,0.03931400179862976
0,0.9624125957489014,0.037587422877550125
0,0.9632365107536316,0.03676348179578781
1,0.5628139972686768,0.43718600273132324
0,0.9608919620513916,0.0391080342233181
0,0.8708447217941284,0.12915530800819397
0,0.8648351430892944,0.13516488671302795
0,0.9607657790184021,0.039234235882759094
0,0.9602198600769043,0.039780158549547195
0,0.966349720954895,0.03365024924278259
0,0.9542750120162964,0.04572499915957451
0,0.9512442946434021,0.04875568300485611
0,0.9597891569137573,0.04021083563566208
0,0.9598872661590576,0.040112707763910294
0,0.9642735719680786,0.03572642058134079
0,0.966018795967102,0.03398117795586586
0,0.9599142074584961,0.0400858074426651
0,0.965572714805603,0.03442727401852608
0,0.9311233162879944,0.06887666881084442
0,0.9666754603385925,0.03332452476024628
0,0.9537290930747986,0.04627092555165291
0,0.9523621201515198,0.04763789474964142
0,0.9681070446968079,0.03189297392964363
0,0.9667691588401794,0.033230822533369064
0,0.9636457562446594,0.036354225128889084
0,0.9657681584358215,0.03423183038830757
0,0.9657289385795593,0.03427105024456978
0,0.9617009162902832,0.038299065083265305
1,0.7329895496368408,0.2670104205608368
0,0.9648623466491699,0.035137683153152466
0,0.9651185870170593,0.03488142415881157
0,0.9548959136009216,0.04510407894849777
1,0.3729435205459595,0.6270564794540405
0,0.9422854781150818,0.05771450698375702
0,0.9654720425605774,0.0345279835164547
0,0.9656770825386047,0.034322936087846756
0,0.9563990235328674,0.04360096529126167
0,0.9667466878890991,0.03325333073735237
0,0.966411292552948,0.0335887186229229
0,0.9663147926330566,0.03368521109223366
0,0.9628832340240479,0.03711675480008125
0,0.9638773202896118,0.03612268343567848
0,0.9660530686378479,0.033946946263313293
0,0.9191246032714844,0.08087541908025742
0,0.961453914642334,0.038546085357666016
0,0.9658724665641785,0.03412752225995064
0,0.9574165344238281,0.04258348420262337
0,0.9664945006370544,0.03350549563765526
0,0.9493672251701355,0.050632771104574203
0,0.966830849647522,0.033169131726026535
0,0.9623890519142151,0.03761093318462372
0,0.9656198024749756,0.03438018634915352
0,0.9663129448890686,0.03368706628680229
0,0.966340959072113,0.03365902975201607
0,0.959284782409668,0.04071521386504173
0,0.9670690298080444,0.03293096274137497
0,0.9666926264762878,0.03330736979842186
0,0.9677109718322754,0.03228900209069252
0,0.91977858543396,0.08022142946720123
0,0.963347852230072,0.03665214404463768
0,0.9643662571907043,0.035633716732263565
0,0.9645218849182129,0.03547810763120651
0,0.9665900468826294,0.03340994566679001
1,0.6817115545272827,0.3182884454727173
0,0.9652678370475769,0.03473217040300369
0,0.9666852355003357,0.0333147868514061
0,0.9644113183021545,0.03558869659900665
0,0.9635976552963257,0.03640235587954521
0,0.9678497910499573,0.03215021267533302
0,0.9616968631744385,0.03830312192440033
0,0.9604290723800659,0.03957093507051468
0,0.961127519607544,0.03887249529361725
0,0.9673851728439331,0.03261484578251839
0,0.9673209190368652,0.03267907351255417
0,0.9658538103103638,0.03414619714021683
0,0.9664616584777832,0.0335383415222168
1,0.5095959305763245,0.49040406942367554
0,0.9627609848976135,0.037238992750644684
0,0.9659839272499084,0.03401609882712364
0,0.9668108224868774,0.033189184963703156
0,0.9648346900939941,0.035165298730134964
0,0.9601589441299438,0.03984103724360466
0,0.9661926031112671,0.03380736708641052
0,0.9662793278694153,0.033720649778842926
0,0.9661754369735718,0.033824533224105835
0,0.9639884233474731,0.036011602729558945
0,0.9669849276542664,0.03301509469747543
1,0.6756026744842529,0.32439735531806946
0,0.9665835499763489,0.03341642767190933
0,0.9585233330726624,0.041476648300886154
0,0.9655467867851257,0.03445323184132576
0,0.9586836099624634,0.04131637141108513
0,0.9653921127319336,0.0346079096198082
0,0.9294424057006836,0.0705575942993164
0,0.9575037956237793,0.042496178299188614
0,0.9665899872779846,0.03341001644730568
0,0.9635610580444336,0.03643891215324402
0,0.9617571830749512,0.03824283927679062
0,0.9568431377410889,0.04315683990716934
0,0.9538449048995972,0.046155087649822235
0,0.9539765119552612,0.04602351784706116
0,0.9668653607368469,0.03313466161489487
0,0.9673421382904053,0.03265783190727234
0,0.9679330587387085,0.03206693008542061
0,0.9626553654670715,0.037344660609960556
0,0.9655175805091858,0.034482408314943314
0,0.9670889377593994,0.03291105851531029
0,0.8738030195236206,0.126196950674057
0,0.9568807482719421,0.043119266629219055
1,0.535607099533081,0.46439293026924133
0,0.9306545257568359,0.06934548914432526
0,0.9549957513809204,0.04500427097082138
0,0.9611734747886658,0.03882652148604393
0,0.961173951625824,0.03882603719830513
0,0.9538231492042542,0.04617685079574585
0,0.9661983847618103,0.0338016115128994
0,0.9605351090431213,0.039464883506298065
0,0.9642320275306702,0.03576796501874924
0,0.9653005599975586,0.0346994549036026
0,0.9574765563011169,0.04252345487475395
0,0.957673192024231,0.04232681542634964
0,0.9570068120956421,0.0429932065308094
0,0.9654774069786072,0.03452257812023163
0,0.9487251043319702,0.0512748658657074
0,0.9668118953704834,0.033188093453645706
0,0.9670889973640442,0.03291100636124611
0,0.9626218676567078,0.037378136068582535
0,0.956383228302002,0.043616775423288345
1,0.735642671585083,0.264357328414917
0,0.9663932919502258,0.033606722950935364
0,0.9643836617469788,0.03561635687947273
0,0.9647460579872131,0.03525393456220627
0,0.9545214772224426,0.045478515326976776
0,0.9653466939926147,0.034653324633836746
0,0.9666594862937927,0.03334052860736847
1,0.33552640676498413,0.6644735932350159
0,0.9672033786773682,0.03279663622379303
0,0.9673182368278503,0.03268177807331085
0,0.9523615837097168,0.04763840511441231
0,0.9656153917312622,0.0343845970928669
0,0.962941586971283,0.037058424204587936
0,0.9653943181037903,0.03460570052266121
0,0.9515658617019653,0.04843415319919586
0,0.9656065702438354,0.03439341485500336
0,0.96788090467453,0.03211906924843788
0,0.9656219482421875,0.03437802940607071
0,0.9655579924583435,0.0344420000910759
1,0.6216464638710022,0.3783535361289978
0,0.9588031768798828,0.041196826845407486
0,0.9626143574714661,0.03738566115498543
0,0.9577123522758484,0.04228765890002251
0,0.9637952446937561,0.036204736679792404
0,0.9566922187805176,0.04330775886774063
0,0.9648988246917725,0.035101164132356644
0,0.9668622016906738,0.03313778340816498
1,0.7125675678253174,0.28743240237236023
0,0.9602264165878296,0.03977358341217041
0,0.9606156349182129,0.03938436508178711
0,0.9665490388870239,0.03345095366239548
0,0.9582136273384094,0.04178636521100998
0,0.9590519666671753,0.040948059409856796
0,0.9634717106819153,0.036528270691633224
0,0.9522921442985535,0.04770786315202713
0,0.9651656746864319,0.034834351390600204
0,0.9655737280845642,0.03442629799246788
0,0.9657924175262451,0.034207552671432495
0,0.9662939310073853,0.033706095069646835
0,0.9645148515701294,0.035485174506902695
0,0.9644573926925659,0.03554262965917587
0,0.9649876356124878,0.0350123755633831
0,0.966379702091217,0.03362032026052475
0,0.9626019597053528,0.03739803656935692
0,0.9296274781227112,0.07037250697612762
0,0.941020667552948,0.05897930637001991
0,0.9606107473373413,0.039389241486787796
0,0.9491766691207886,0.050823308527469635
0,0.9110339879989624,0.088966004550457
0,0.962956428527832,0.03704358637332916
0,0.9679588675498962,0.03204115852713585
0,0.9667500257492065,0.03324999660253525
0,0.9669559001922607,0.03304407745599747
0,0.9642621278762817,0.03573789820075035
0,0.9615831971168518,0.0384167805314064
0,0.9667225480079651,0.033277448266744614
0,0.9600238800048828,0.039976127445697784
0,0.8788895606994629,0.1211104691028595
0,0.8137826323509216,0.18621736764907837
0,0.9471856951713562,0.05281431972980499
1,0.24447691440582275,0.7555230855941772
0,0.9616854190826416,0.038314566016197205
0,0.9552964568138123,0.044703517109155655
0,0.9670251607894897,0.03297481685876846
0,0.9671010971069336,0.032898902893066406
0,0.9671858549118042,0.03281416371464729
0,0.9580608010292053,0.04193921014666557
0,0.9642059803009033,0.03579399734735489
0,0.9419493675231934,0.05805065855383873
0,0.965569019317627,0.03443096950650215
0,0.9658963680267334,0.0341036356985569
0,0.9621478319168091,0.03785214200615883
0,0.9670356512069702,0.03296436369419098
0,0.95334392786026,0.046656083315610886
0,0.9544723629951477,0.045527663081884384
0,0.9474039673805237,0.05259600654244423
0,0.9616571068763733,0.03834286704659462
1,0.2876549959182739,0.7123450040817261
0,0.9680608510971069,0.031939152628183365
0,0.9597925543785095,0.040207456797361374
0,0.9635511040687561,0.036448884755373
0,0.9669666886329651,0.03303332254290581
0,0.9672626852989197,0.03273731470108032
1,0.6652423143386841,0.3347577154636383
0,0.9594923257827759,0.04050764441490173
0,0.9562341570854187,0.0437658354640007
0,0.9651697278022766,0.0348302461206913
0,0.9628583788871765,0.03714160993695259
0,0.9492273926734924,0.05077262222766876
1,0.7461933493614197,0.2538066506385803
0,0.9678307771682739,0.03216923028230667
0,0.9583715796470642,0.041628412902355194
0,0.9592013359069824,0.040798649191856384
0,0.9643129706382751,0.035687047988176346
0,0.8715411424636841,0.12845885753631592
0,0.9632153511047363,0.036784619092941284
0,0.9663984179496765,0.03360157459974289
0,0.9519270658493042,0.048072926700115204
0,0.9472695589065552,0.05273041874170303
0,0.9662349224090576,0.03376505523920059
0,0.9647918343544006,0.03520817309617996
0,0.9628596305847168,0.0371403805911541
0,0.9663262367248535,0.0336737334728241
1,0.3592548966407776,0.6407451033592224
0,0.9666422009468079,0.03335779532790184
0,0.9649128913879395,0.03508712723851204
0,0.9656342267990112,0.03436579182744026
0,0.9669403433799744,0.033059634268283844
0,0.9669973850250244,0.03300262242555618
0,0.9666904211044312,0.03330955281853676
0,0.9561834335327148,0.043816547840833664
0,0.9575856328010559,0.04241437092423439
0,0.9447633028030396,0.055236686021089554
0,0.9437915086746216,0.05620848760008812
1,0.5316534042358398,0.46834656596183777
0,0.9667537212371826,0.03324630483984947
0,0.966455340385437,0.03354468569159508
0,0.953562319278717,0.04643765836954117
0,0.9616830348968506,0.03831697255373001
0,0.9599618911743164,0.040038082748651505
0,0.9543713331222534,0.04562865570187569
0,0.9597944021224976,0.04020560905337334
0,0.9612253308296204,0.03877469152212143
0,0.9631074070930481,0.036892566829919815
0,0.9480879902839661,0.051911983639001846
0,0.9670919179916382,0.032908085733652115
0,0.9679088592529297,0.03209112212061882
0,0.9546657800674438,0.04533422738313675
0,0.9461090564727783,0.05389093607664108
0,0.9633022546768188,0.03669777512550354
0,0.9638445377349854,0.03615543246269226
0,0.9650110602378845,0.03498895838856697
0,0.9528480172157288,0.04715200886130333
0,0.9615575075149536,0.03844250366091728
0,0.9487345814704895,0.051265403628349304
1,0.6854383945465088,0.3145616054534912
0,0.9677450060844421,0.03225499019026756
0,0.9670085310935974,0.03299149125814438
0,0.9572759866714478,0.04272400215268135
0,0.9624012112617493,0.03759879246354103
0,0.9670439958572388,0.03295597434043884
0,0.9656953811645508,0.03430464118719101
0,0.9437348246574402,0.05626517906785011
0,0.9595614671707153,0.040438536554574966
0,0.9642472863197327,0.03575273975729942
0,0.9666565656661987,0.03334343805909157
0,0.9588221311569214,0.04117788374423981
0,0.9286481738090515,0.07135182619094849
0,0.9668803811073303,0.033119622617959976
0,0.9630785584449768,0.036921426653862
0,0.9650278091430664,0.03497219458222389
0,0.9661650657653809,0.03383496403694153
0,0.9643320441246033,0.03566792979836464
0,0.9675205945968628,0.03247939050197601
0,0.9652653932571411,0.03473459184169769
1,0.30393266677856445,0.6960673332214355
0,0.9551463723182678,0.044853612780570984
0,0.9674018621444702,0.03259812667965889
0,0.9661867022514343,0.03381328657269478
0,0.950497031211853,0.049502965062856674
0,0.9557033777236938,0.04429663345217705
0,0.9587017297744751,0.041298288851976395
0,0.9665839076042175,0.03341609612107277
0,0.964970052242279,0.03502994403243065
0,0.9663621187210083,0.03363785520195961
1,0.7219288349151611,0.27807119488716125
0,0.9651992321014404,0.03480076789855957
0,0.9172967076301575,0.08270327746868134
0,0.9613074660301208,0.03869253396987915
0,0.9676440954208374,0.032355908304452896
0,0.9646550416946411,0.0353449322283268
0,0.9423333406448364,0.05766667053103447
0,0.9678621292114258,0.03213784098625183
0,0.966992974281311,0.033007021993398666
0,0.9672909379005432,0.03270908072590828
0,0.966220498085022,0.033779487013816833
0,0.8984877467155457,0.10151226073503494
0,0.9083856344223022,0.09161434322595596
0,0.9680753350257874,0.03192467615008354
0,0.9493624567985535,0.050637561827898026
0,0.9554086923599243,0.04459133744239807
0,0.8832324743270874,0.11676754802465439
0,0.9570683836936951,0.042931631207466125
0,0.9652493596076965,0.03475061431527138
0,0.9630622863769531,0.03693770617246628
0,0.965203046798706,0.034796975553035736
0,0.9475681781768799,0.052431851625442505
0,0.9659813046455383,0.03401869162917137
0,0.9669162631034851,0.03308374434709549
0,0.9508739709854126,0.04912601038813591
0,0.9577893018722534,0.04221067577600479
0,0.9676430225372314,0.03235696256160736
0,0.9654527306556702,0.03454724699258804
0,0.9606740474700928,0.03932592645287514
0,0.9536489844322205,0.046351008117198944
0,0.9653745293617249,0.03462548553943634
0,0.9653085470199585,0.03469143807888031
0,0.9527978897094727,0.04720211401581764
1,0.3640736937522888,0.6359263062477112
0,0.9627342820167542,0.03726571425795555
0,0.9664680361747742,0.03353194147348404
0,0.9660006761550903,0.033999305218458176
0,0.9663413763046265,0.033658623695373535
0,0.9668568968772888,0.03314309939742088
0,0.96674644947052,0.03325352445244789
0,0.9397396445274353,0.0602603442966938
0,0.9596426486968994,0.04035734757781029
0,0.9612382650375366,0.038761746138334274
0,0.9645806550979614,0.03541933000087738
0,0.964634120464325,0.03536588326096535
0,0.9540039300918579,0.045996058732271194
0,0.9553672075271606,0.04463282227516174
0,0.9582896828651428,0.04171029105782509
0,0.9547919034957886,0.04520808905363083
0,0.9531793594360352,0.04682067036628723
0,0.9621917605400085,0.03780822083353996
0,0.9640652537345886,0.035934723913669586
0,0.9569157361984253,0.0430842787027359
0,0.9285033941268921,0.0714966207742691
0,0.9649127125740051,0.03508730232715607
0,0.9664978981018066,0.03350213170051575
0,0.961793065071106,0.038206931203603745
0,0.9643269181251526,0.03567305579781532
0,0.960567057132721,0.03943292796611786
0,0.9562204480171204,0.043779563158750534
0,0.9667938947677612,0.03320613503456116
0,0.9649549126625061,0.035045087337493896
0,0.9660662412643433,0.033933740109205246
0,0.962537407875061,0.03746256232261658
0,0.9669382572174072,0.033061761409044266
0,0.957527756690979,0.042472220957279205
0,0.9579052925109863,0.042094726115465164
0,0.9658141732215881,0.034185826778411865
1,0.5282530784606934,0.47174695134162903
0,0.9651810526847839,0.03481895476579666
0,0.9087855219841003,0.09121447056531906
0,0.7573572397232056,0.24264277517795563
0,0.9264834523200989,0.07351656258106232
0,0.9303218126296997,0.0696781650185585
0,0.9660705924034119,0.03392938897013664
0,0.9651236534118652,0.034876350313425064
0,0.9666385650634766,0.03336142748594284
0,0.9260064959526062,0.07399352639913559
0,0.965614378452301,0.034385647624731064
0,0.9636040925979614,0.03639589250087738
0,0.9607312083244324,0.03926878795027733
0,0.9619945883750916,0.03800540044903755
0,0.9583768248558044,0.041623201221227646
0,0.9612356424331665,0.0387643463909626
0,0.9614613652229309,0.03853864595293999
0,0.956006646156311,0.04399338364601135
0,0.9651879072189331,0.034812070429325104
0,0.9673869013786316,0.03261309862136841
1,0.6402777433395386,0.35972222685813904
1,0.3661186695098877,0.6338813304901123
1,0.41516005992889404,0.584839940071106
0,0.966113269329071,0.03388671204447746
0,0.9655895829200745,0.03441041335463524
0,0.9657410383224487,0.03425895422697067
1,0.6680005192756653,0.3319994807243347
0,0.9672279357910156,0.032772038131952286
0,0.9566154479980469,0.04338453337550163
0,0.9649105668067932,0.03508941829204559
0,0.9645196795463562,0.03548029437661171
0,0.9555419087409973,0.04445810243487358
0,0.9665691256523132,0.03343088552355766
0,0.9650242924690247,0.03497571125626564
